Frame,Class,Make,Model,Color,Probability,Coordinates,Frame Path
1,car,Suzuki SX4  2012,Sedan,Black,0.082,"(2177, 1166, 2799, 1732)",frames_with_vehicles\frame_0.jpg
1,car,Jeep Compass  2012,SUV,White,0.055,"(1149, 1310, 1666, 1795)",frames_with_vehicles\frame_0.jpg
1,car,Honda Accord  2012,Coupe,Black,0.154,"(756, 1363, 1449, 1982)",frames_with_vehicles\frame_0.jpg
1,car,Infiniti G  IPL 2012,Coupe,Black,0.066,"(1, 690, 362, 982)",frames_with_vehicles\frame_0.jpg
1,car,BMW X5  2007,SUV,White,0.114,"(1216, 1014, 1773, 1423)",frames_with_vehicles\frame_0.jpg
1,car,Hyundai Veracruz  2012,SUV,White,0.154,"(2008, 874, 2437, 1217)",frames_with_vehicles\frame_0.jpg
1,car,Dodge Ram Pickup 3500  2010,Crew Cab,White,0.048,"(1466, 772, 1811, 1090)",frames_with_vehicles\frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.089,"(2228, 799, 2571, 1057)",frames_with_vehicles\frame_0.jpg
1,car,Dodge Caravan  1997,Minivan,White,0.065,"(1291, 833, 1672, 1071)",frames_with_vehicles\frame_0.jpg
1,car,Geo Metro  1993,Convertible,White,0.215,"(519, 1959, 1180, 2157)",frames_with_vehicles\frame_0.jpg
1,truck,Dodge Durango  2012,SUV,White,0.045,"(288, 539, 601, 865)",frames_with_vehicles\frame_0.jpg
1,car,Aston Martin V8 tage Convertible 2012,Van,White,0.050,"(2225, 1053, 2680, 1292)",frames_with_vehicles\frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.312,"(597, 583, 809, 777)",frames_with_vehicles\frame_0.jpg
1,truck,Audi A5  2012,Coupe,Green,0.083,"(53, 503, 340, 701)",frames_with_vehicles\frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.030,"(2124, 682, 2431, 877)",frames_with_vehicles\frame_0.jpg
1,car,Aston Martin V8 tage Convertible 2012,Van,White,0.054,"(758, 589, 894, 747)",frames_with_vehicles\frame_0.jpg
1,car,BMW 1 Series  2012,Coupe,White,0.043,"(1388, 662, 1697, 837)",frames_with_vehicles\frame_0.jpg
1,bus,Ford E-Series Wagon  2012,Van,White,0.045,"(2120, 451, 2419, 706)",frames_with_vehicles\frame_0.jpg
1,car,Plymouth Neon  1999,Coupe,White,0.081,"(1549, 572, 1828, 795)",frames_with_vehicles\frame_0.jpg
1,car,Nissan Leaf back 2012,Hatch,White,0.109,"(2442, 609, 2615, 776)",frames_with_vehicles\frame_0.jpg
1,car,Volvo C30 back 2012,Hatch,White,0.023,"(2275, 1702, 3308, 2158)",frames_with_vehicles\frame_0.jpg
1,car,GMC Yukon Hybrid  2012,SUV,White,0.042,"(852, 585, 961, 726)",frames_with_vehicles\frame_0.jpg
1,truck,GMC Yukon Hybrid  2012,SUV,White,0.040,"(2120, 451, 2417, 707)",frames_with_vehicles\frame_0.jpg
1,truck,Ford E-Series Wagon  2012,Van,Green,0.047,"(456, 474, 668, 620)",frames_with_vehicles\frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.035,"(2047, 748, 2179, 921)",frames_with_vehicles\frame_0.jpg
1,car,Audi A5  2012,Coupe,White,0.077,"(953, 618, 1091, 712)",frames_with_vehicles\frame_0.jpg
1,truck,Audi A5  2012,Coupe,White,0.079,"(1665, 478, 1861, 627)",frames_with_vehicles\frame_0.jpg
2,car,Suzuki SX4  2012,Sedan,Black,0.085,"(2177, 1166, 2799, 1732)",frames_with_vehicles\frame_1.jpg
2,car,Jeep Compass  2012,SUV,White,0.054,"(1149, 1310, 1666, 1795)",frames_with_vehicles\frame_1.jpg
2,car,Honda Accord  2012,Coupe,Black,0.154,"(756, 1363, 1449, 1982)",frames_with_vehicles\frame_1.jpg
2,car,Infiniti G  IPL 2012,Coupe,Black,0.064,"(1, 690, 362, 982)",frames_with_vehicles\frame_1.jpg
2,car,BMW X5  2007,SUV,White,0.117,"(1216, 1014, 1773, 1423)",frames_with_vehicles\frame_1.jpg
2,car,Hyundai Veracruz  2012,SUV,White,0.147,"(2009, 874, 2437, 1217)",frames_with_vehicles\frame_1.jpg
2,car,Dodge Ram Pickup 3500  2010,Crew Cab,White,0.048,"(1466, 772, 1811, 1090)",frames_with_vehicles\frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.097,"(2228, 799, 2571, 1057)",frames_with_vehicles\frame_1.jpg
2,car,Dodge Caravan  1997,Minivan,White,0.077,"(1291, 833, 1673, 1071)",frames_with_vehicles\frame_1.jpg
2,car,Geo Metro  1993,Convertible,White,0.212,"(519, 1959, 1180, 2157)",frames_with_vehicles\frame_1.jpg
2,truck,Dodge Durango  2012,SUV,White,0.046,"(288, 539, 601, 865)",frames_with_vehicles\frame_1.jpg
2,car,Aston Martin V8 tage Convertible 2012,Van,White,0.042,"(2225, 1053, 2680, 1291)",frames_with_vehicles\frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.299,"(597, 583, 809, 777)",frames_with_vehicles\frame_1.jpg
2,truck,Audi A5  2012,Coupe,Green,0.084,"(53, 503, 340, 701)",frames_with_vehicles\frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.029,"(2124, 682, 2431, 877)",frames_with_vehicles\frame_1.jpg
2,car,Aston Martin V8 tage Convertible 2012,Van,White,0.053,"(758, 589, 894, 747)",frames_with_vehicles\frame_1.jpg
2,car,BMW 1 Series  2012,Coupe,White,0.043,"(1388, 662, 1697, 837)",frames_with_vehicles\frame_1.jpg
2,bus,Ford E-Series Wagon  2012,Van,White,0.046,"(2120, 451, 2419, 706)",frames_with_vehicles\frame_1.jpg
2,car,Plymouth Neon  1999,Coupe,White,0.081,"(1549, 572, 1829, 795)",frames_with_vehicles\frame_1.jpg
2,car,Nissan Leaf back 2012,Hatch,White,0.105,"(2442, 609, 2615, 776)",frames_with_vehicles\frame_1.jpg
2,car,Volvo C30 back 2012,Hatch,White,0.022,"(2276, 1702, 3308, 2158)",frames_with_vehicles\frame_1.jpg
2,car,GMC Yukon Hybrid  2012,SUV,White,0.041,"(852, 585, 961, 726)",frames_with_vehicles\frame_1.jpg
2,truck,GMC Yukon Hybrid  2012,SUV,White,0.041,"(2120, 451, 2417, 707)",frames_with_vehicles\frame_1.jpg
2,truck,Ford E-Series Wagon  2012,Van,Green,0.042,"(456, 474, 668, 621)",frames_with_vehicles\frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.034,"(2047, 748, 2179, 921)",frames_with_vehicles\frame_1.jpg
2,car,Audi A5  2012,Coupe,White,0.065,"(953, 618, 1091, 711)",frames_with_vehicles\frame_1.jpg
2,car,Chevrolet Impala  2007,Sedan,White,0.009,"(2046, 677, 2195, 885)",frames_with_vehicles\frame_1.jpg
2,truck,Audi A5  2012,Coupe,White,0.082,"(1665, 478, 1861, 627)",frames_with_vehicles\frame_1.jpg
3,car,Toyota Corolla  2012,Sedan,Black,0.185,"(752, 1365, 1445, 1990)",frames_with_vehicles\frame_2.jpg
3,car,Infiniti QX56  2011,SUV,White,0.099,"(1147, 1313, 1666, 1799)",frames_with_vehicles\frame_2.jpg
3,car,Suzuki SX4  2012,Sedan,Black,0.103,"(2176, 1168, 2799, 1733)",frames_with_vehicles\frame_2.jpg
3,car,BMW X5  2007,SUV,White,0.163,"(1216, 1016, 1773, 1425)",frames_with_vehicles\frame_2.jpg
3,car,Infiniti G  IPL 2012,Coupe,Black,0.077,"(2, 690, 366, 982)",frames_with_vehicles\frame_2.jpg
3,car,Dodge Caravan  1997,Minivan,White,0.214,"(2009, 875, 2447, 1219)",frames_with_vehicles\frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.082,"(2229, 800, 2572, 1059)",frames_with_vehicles\frame_2.jpg
3,car,Daewoo Nubira  2002,Wagon,White,0.051,"(1466, 772, 1810, 1090)",frames_with_vehicles\frame_2.jpg
3,car,Dodge Caravan  1997,Minivan,White,0.051,"(1291, 834, 1672, 1073)",frames_with_vehicles\frame_2.jpg
3,car,Geo Metro  1993,Convertible,White,0.199,"(522, 1963, 1179, 2157)",frames_with_vehicles\frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.050,"(2227, 1056, 2687, 1303)",frames_with_vehicles\frame_2.jpg
3,truck,Toyota Corolla  2012,Sedan,White,0.049,"(288, 539, 602, 864)",frames_with_vehicles\frame_2.jpg
3,truck,Nissan Leaf back 2012,Hatch,Green,0.106,"(56, 501, 341, 702)",frames_with_vehicles\frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.189,"(598, 583, 808, 778)",frames_with_vehicles\frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.047,"(760, 589, 894, 749)",frames_with_vehicles\frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.029,"(2126, 681, 2432, 873)",frames_with_vehicles\frame_2.jpg
3,car,BMW 1 Series  2012,Coupe,White,0.049,"(1388, 664, 1696, 838)",frames_with_vehicles\frame_2.jpg
3,bus,GMC Yukon Hybrid  2012,SUV,White,0.054,"(2118, 451, 2419, 708)",frames_with_vehicles\frame_2.jpg
3,car,Land Rover LR2  2012,SUV,White,0.030,"(2282, 1705, 3314, 2159)",frames_with_vehicles\frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.055,"(1548, 572, 1832, 796)",frames_with_vehicles\frame_2.jpg
3,truck,GMC Yukon Hybrid  2012,SUV,White,0.061,"(2117, 451, 2418, 707)",frames_with_vehicles\frame_2.jpg
3,car,GMC Yukon Hybrid  2012,SUV,White,0.038,"(853, 586, 963, 725)",frames_with_vehicles\frame_2.jpg
3,car,Scion xD back 2012,Hatch,White,0.309,"(2444, 601, 2617, 775)",frames_with_vehicles\frame_2.jpg
3,truck,Audi A5  2012,Coupe,Green,0.052,"(460, 475, 669, 622)",frames_with_vehicles\frame_2.jpg
3,car,Audi A5  2012,Coupe,White,0.061,"(954, 618, 1092, 710)",frames_with_vehicles\frame_2.jpg
3,car,Volkswagen Beetle back 2012,Hatch,White,0.116,"(2048, 678, 2197, 892)",frames_with_vehicles\frame_2.jpg
4,car,Suzuki SX4  2012,Sedan,Black,0.100,"(2176, 1168, 2820, 1738)",frames_with_vehicles\frame_3.jpg
4,car,FIAT 500 Abarth 2012,,White,0.075,"(1147, 1316, 1665, 1805)",frames_with_vehicles\frame_3.jpg
4,car,Honda Accord  2012,Coupe,Black,0.114,"(745, 1373, 1449, 1998)",frames_with_vehicles\frame_3.jpg
4,car,BMW X5  2007,SUV,White,0.220,"(1215, 1017, 1772, 1428)",frames_with_vehicles\frame_3.jpg
4,car,Infiniti G  IPL 2012,Coupe,Black,0.068,"(4, 690, 367, 980)",frames_with_vehicles\frame_3.jpg
4,car,Toyota Corolla  2012,Sedan,White,0.118,"(2011, 875, 2449, 1221)",frames_with_vehicles\frame_3.jpg
4,car,Audi A5  2012,Coupe,White,0.084,"(2229, 802, 2571, 1059)",frames_with_vehicles\frame_3.jpg
4,car,Daewoo Nubira  2002,Wagon,White,0.062,"(1466, 771, 1809, 1090)",frames_with_vehicles\frame_3.jpg
4,car,Dodge Caravan  1997,Minivan,White,0.060,"(1289, 834, 1673, 1077)",frames_with_vehicles\frame_3.jpg
4,car,Geo Metro  1993,Convertible,White,0.132,"(519, 1969, 1174, 2157)",frames_with_vehicles\frame_3.jpg
4,car,Audi A5  2012,Coupe,White,0.256,"(600, 582, 811, 778)",frames_with_vehicles\frame_3.jpg
4,truck,Ford F-150 2007, Regular Cab,White,0.068,"(54, 503, 336, 702)",frames_with_vehicles\frame_3.jpg
4,car,Aston Martin V8 tage Convertible 2012,Van,White,0.035,"(2225, 1056, 2693, 1291)",frames_with_vehicles\frame_3.jpg
4,truck,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,Green,0.056,"(287, 539, 603, 864)",frames_with_vehicles\frame_3.jpg
4,car,BMW 1 Series  2012,Coupe,White,0.025,"(2127, 680, 2429, 873)",frames_with_vehicles\frame_3.jpg
4,car,Audi A5  2012,Coupe,White,0.034,"(762, 589, 896, 749)",frames_with_vehicles\frame_3.jpg
4,car,Plymouth Neon  1999,Coupe,White,0.118,"(2419, 605, 2615, 779)",frames_with_vehicles\frame_3.jpg
4,bus,Ford E-Series Wagon  2012,Van,White,0.043,"(2120, 451, 2420, 711)",frames_with_vehicles\frame_3.jpg
4,car,BMW 1 Series  2012,Coupe,White,0.042,"(1387, 663, 1699, 838)",frames_with_vehicles\frame_3.jpg
4,car,Volkswagen Golf back 1991,Hatch,White,0.070,"(1547, 573, 1829, 800)",frames_with_vehicles\frame_3.jpg
4,car,Volvo C30 back 2012,Hatch,White,0.035,"(2291, 1710, 3320, 2156)",frames_with_vehicles\frame_3.jpg
4,truck,GMC Yukon Hybrid  2012,SUV,White,0.046,"(2119, 451, 2419, 711)",frames_with_vehicles\frame_3.jpg
4,truck,Audi A5  2012,Coupe,Green,0.057,"(461, 475, 669, 617)",frames_with_vehicles\frame_3.jpg
4,car,GMC Yukon Hybrid  2012,SUV,White,0.058,"(852, 586, 965, 722)",frames_with_vehicles\frame_3.jpg
4,car,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,White,0.042,"(2048, 753, 2187, 921)",frames_with_vehicles\frame_3.jpg
4,car,BMW 1 Series  2012,Coupe,White,0.034,"(956, 617, 1092, 707)",frames_with_vehicles\frame_3.jpg
4,person,Audi S6  2011,Sedan,Green,0.052,"(2462, 1969, 2778, 2160)",frames_with_vehicles\frame_3.jpg
4,truck,Chevrolet HHR  2010,S,White,0.026,"(2293, 1735, 3325, 2159)",frames_with_vehicles\frame_3.jpg
5,car,Dodge Caravan  1997,Minivan,Black,0.107,"(2176, 1175, 2822, 1740)",frames_with_vehicles\frame_4.jpg
5,car,BMW X5  2007,SUV,White,0.348,"(1216, 1020, 1770, 1430)",frames_with_vehicles\frame_4.jpg
5,car,Toyota Corolla  2012,Sedan,Black,0.170,"(745, 1377, 1443, 2003)",frames_with_vehicles\frame_4.jpg
5,car,Infiniti QX56  2011,SUV,White,0.086,"(1143, 1318, 1663, 1810)",frames_with_vehicles\frame_4.jpg
5,car,FIAT 500 Abarth 2012,,Black,0.071,"(5, 690, 370, 979)",frames_with_vehicles\frame_4.jpg
5,car,Toyota Corolla  2012,Sedan,White,0.109,"(2011, 876, 2441, 1222)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.164,"(2229, 802, 2573, 1061)",frames_with_vehicles\frame_4.jpg
5,car,Toyota Corolla  2012,Sedan,White,0.069,"(1466, 771, 1808, 1091)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.068,"(1287, 835, 1673, 1076)",frames_with_vehicles\frame_4.jpg
5,car,Geo Metro  1993,Convertible,White,0.178,"(517, 1981, 1167, 2157)",frames_with_vehicles\frame_4.jpg
5,truck,Ford E-Series Wagon  2012,Van,White,0.040,"(294, 538, 607, 863)",frames_with_vehicles\frame_4.jpg
5,truck,Audi A5  2012,Coupe,Green,0.071,"(58, 503, 339, 700)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.215,"(600, 582, 813, 778)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.065,"(2225, 1057, 2698, 1273)",frames_with_vehicles\frame_4.jpg
5,car,Scion xD back 2012,Hatch,White,0.151,"(2427, 611, 2615, 778)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.033,"(764, 588, 899, 747)",frames_with_vehicles\frame_4.jpg
5,car,BMW 1 Series  2012,Coupe,White,0.027,"(2124, 680, 2428, 880)",frames_with_vehicles\frame_4.jpg
5,bus,Ford E-Series Wagon  2012,Van,White,0.044,"(2119, 451, 2419, 710)",frames_with_vehicles\frame_4.jpg
5,car,BMW 1 Series  2012,Coupe,White,0.038,"(1387, 661, 1702, 838)",frames_with_vehicles\frame_4.jpg
5,truck,Audi A5  2012,Coupe,White,0.028,"(2294, 1732, 3330, 2159)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.061,"(1547, 573, 1825, 797)",frames_with_vehicles\frame_4.jpg
5,truck,Audi A5  2012,Coupe,Green,0.065,"(460, 475, 672, 612)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.041,"(853, 585, 966, 722)",frames_with_vehicles\frame_4.jpg
5,truck,GMC Yukon Hybrid  2012,SUV,White,0.051,"(2119, 451, 2418, 710)",frames_with_vehicles\frame_4.jpg
5,car,Audi A5  2012,Coupe,White,0.022,"(2047, 754, 2182, 921)",frames_with_vehicles\frame_4.jpg
5,car,BMW 1 Series  2012,Coupe,White,0.039,"(955, 615, 1090, 706)",frames_with_vehicles\frame_4.jpg
6,car,Dodge Caravan  1997,Minivan,Black,0.064,"(2177, 1179, 2823, 1747)",frames_with_vehicles\frame_5.jpg
6,car,FIAT 500 Abarth 2012,,White,0.073,"(1140, 1322, 1662, 1815)",frames_with_vehicles\frame_5.jpg
6,car,Bentley Continental GT  2007,Coupe,White,0.126,"(1214, 1022, 1772, 1432)",frames_with_vehicles\frame_5.jpg
6,car,Honda Accord  2012,Coupe,Black,0.095,"(743, 1380, 1439, 2007)",frames_with_vehicles\frame_5.jpg
6,car,Infiniti G  IPL 2012,Coupe,Black,0.111,"(5, 689, 371, 977)",frames_with_vehicles\frame_5.jpg
6,car,Dodge Caravan  1997,Minivan,White,0.106,"(2012, 876, 2444, 1224)",frames_with_vehicles\frame_5.jpg
6,car,Volkswagen Golf back 1991,Hatch,White,0.113,"(1470, 774, 1810, 1091)",frames_with_vehicles\frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.193,"(2229, 802, 2574, 1064)",frames_with_vehicles\frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.091,"(1285, 836, 1670, 1073)",frames_with_vehicles\frame_5.jpg
6,truck,Toyota Corolla  2012,Sedan,White,0.041,"(296, 538, 606, 863)",frames_with_vehicles\frame_5.jpg
6,car,Geo Metro  1993,Convertible,White,0.083,"(520, 1988, 1156, 2157)",frames_with_vehicles\frame_5.jpg
6,truck,Nissan Leaf back 2012,Hatch,Green,0.111,"(63, 501, 344, 702)",frames_with_vehicles\frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.064,"(600, 583, 815, 778)",frames_with_vehicles\frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.110,"(2225, 1059, 2706, 1262)",frames_with_vehicles\frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.048,"(766, 588, 900, 746)",frames_with_vehicles\frame_5.jpg
6,truck,Dodge Caravan  1997,Minivan,White,0.027,"(2297, 1728, 3326, 2160)",frames_with_vehicles\frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.032,"(2126, 682, 2431, 878)",frames_with_vehicles\frame_5.jpg
6,car,BMW 1 Series  2012,Coupe,White,0.028,"(1386, 673, 1692, 839)",frames_with_vehicles\frame_5.jpg
6,car,Scion xD back 2012,Hatch,White,0.117,"(2446, 599, 2616, 773)",frames_with_vehicles\frame_5.jpg
6,bus,GMC Yukon Hybrid  2012,SUV,White,0.077,"(2118, 451, 2421, 718)",frames_with_vehicles\frame_5.jpg
6,truck,GMC Yukon Hybrid  2012,SUV,White,0.043,"(2116, 451, 2420, 714)",frames_with_vehicles\frame_5.jpg
6,car,Audi A5  2012,Coupe,White,0.075,"(856, 586, 966, 718)",frames_with_vehicles\frame_5.jpg
6,car,Lamborghini Reventon  2008,Coupe,White,0.031,"(2047, 751, 2179, 922)",frames_with_vehicles\frame_5.jpg
6,truck,Chevrolet Corvette Ron Fellows Edition  2007,Z06,Green,0.046,"(461, 476, 674, 608)",frames_with_vehicles\frame_5.jpg
6,car,Volkswagen Golf back 1991,Hatch,White,0.129,"(1546, 573, 1823, 789)",frames_with_vehicles\frame_5.jpg
6,car,BMW 1 Series  2012,Coupe,White,0.033,"(957, 615, 1093, 707)",frames_with_vehicles\frame_5.jpg
7,car,Spyker C8  2009,Convertible,White,0.084,"(1138, 1325, 1658, 1818)",frames_with_vehicles\frame_6.jpg
7,car,BMW X5  2007,SUV,White,0.179,"(1214, 1022, 1771, 1434)",frames_with_vehicles\frame_6.jpg
7,car,Honda Accord  2012,Coupe,Black,0.110,"(739, 1384, 1446, 2011)",frames_with_vehicles\frame_6.jpg
7,car,Dodge Caravan  1997,Minivan,Black,0.098,"(2176, 1176, 2817, 1751)",frames_with_vehicles\frame_6.jpg
7,car,Infiniti G  IPL 2012,Coupe,Black,0.113,"(7, 688, 374, 975)",frames_with_vehicles\frame_6.jpg
7,car,Dodge Caravan  1997,Minivan,White,0.143,"(2012, 876, 2444, 1228)",frames_with_vehicles\frame_6.jpg
7,car,Daewoo Nubira  2002,Wagon,White,0.063,"(1470, 775, 1809, 1091)",frames_with_vehicles\frame_6.jpg
7,car,Audi A5  2012,Coupe,White,0.225,"(2228, 803, 2575, 1065)",frames_with_vehicles\frame_6.jpg
7,car,Ford F-150 2007, Regular Cab,White,0.089,"(1273, 836, 1670, 1069)",frames_with_vehicles\frame_6.jpg
7,truck,Ford E-Series Wagon  2012,Van,White,0.038,"(298, 537, 609, 861)",frames_with_vehicles\frame_6.jpg
7,car,Aston Martin V8 tage Convertible 2012,Van,White,0.062,"(518, 1996, 1139, 2156)",frames_with_vehicles\frame_6.jpg
7,truck,Dodge Durango  2012,SUV,Green,0.063,"(58, 503, 339, 700)",frames_with_vehicles\frame_6.jpg
7,car,Honda Odyssey  2007,Minivan,White,0.077,"(602, 581, 815, 778)",frames_with_vehicles\frame_6.jpg
7,car,Aston Martin V8 tage Convertible 2012,Van,White,0.031,"(767, 587, 901, 746)",frames_with_vehicles\frame_6.jpg
7,car,Audi A5  2012,Coupe,White,0.099,"(2218, 1060, 2719, 1271)",frames_with_vehicles\frame_6.jpg
7,car,Nissan Leaf back 2012,Hatch,White,0.032,"(2125, 683, 2432, 885)",frames_with_vehicles\frame_6.jpg
7,car,Scion xD back 2012,Hatch,White,0.175,"(2446, 604, 2616, 773)",frames_with_vehicles\frame_6.jpg
7,truck,Nissan Leaf back 2012,Hatch,White,0.044,"(2297, 1727, 3327, 2159)",frames_with_vehicles\frame_6.jpg
7,car,BMW 1 Series  2012,Coupe,White,0.028,"(1389, 673, 1690, 841)",frames_with_vehicles\frame_6.jpg
7,bus,Dodge Caravan  1997,Minivan,White,0.038,"(2118, 451, 2421, 712)",frames_with_vehicles\frame_6.jpg
7,truck,BMW 1 Series  2012,Coupe,White,0.036,"(2121, 451, 2418, 707)",frames_with_vehicles\frame_6.jpg
7,car,Audi A5  2012,Coupe,White,0.059,"(855, 586, 966, 719)",frames_with_vehicles\frame_6.jpg
7,car,Volkswagen Beetle back 2012,Hatch,White,0.149,"(2045, 678, 2200, 913)",frames_with_vehicles\frame_6.jpg
7,car,Audi A5  2012,Coupe,White,0.077,"(1546, 574, 1822, 784)",frames_with_vehicles\frame_6.jpg
7,car,BMW 1 Series  2012,Coupe,White,0.027,"(958, 616, 1093, 704)",frames_with_vehicles\frame_6.jpg
7,car,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,Green,0.127,"(0, 843, 32, 1116)",frames_with_vehicles\frame_6.jpg
8,car,Spyker C8  2009,Convertible,White,0.087,"(1138, 1325, 1658, 1818)",frames_with_vehicles\frame_7.jpg
8,car,BMW X5  2007,SUV,White,0.170,"(1214, 1022, 1771, 1434)",frames_with_vehicles\frame_7.jpg
8,car,Honda Accord  2012,Coupe,Black,0.111,"(739, 1384, 1446, 2011)",frames_with_vehicles\frame_7.jpg
8,car,Dodge Caravan  1997,Minivan,Black,0.090,"(2176, 1176, 2817, 1751)",frames_with_vehicles\frame_7.jpg
8,car,Infiniti G  IPL 2012,Coupe,Black,0.122,"(7, 688, 373, 975)",frames_with_vehicles\frame_7.jpg
8,car,Dodge Caravan  1997,Minivan,White,0.161,"(2011, 876, 2444, 1227)",frames_with_vehicles\frame_7.jpg
8,car,Daewoo Nubira  2002,Wagon,White,0.061,"(1470, 775, 1808, 1091)",frames_with_vehicles\frame_7.jpg
8,car,Audi A5  2012,Coupe,White,0.205,"(2228, 803, 2575, 1065)",frames_with_vehicles\frame_7.jpg
8,car,Ford F-150 2007, Regular Cab,White,0.107,"(1273, 835, 1670, 1069)",frames_with_vehicles\frame_7.jpg
8,truck,Toyota Corolla  2012,Sedan,White,0.046,"(296, 537, 609, 861)",frames_with_vehicles\frame_7.jpg
8,car,Aston Martin V8 tage Convertible 2012,Van,White,0.062,"(518, 1996, 1139, 2156)",frames_with_vehicles\frame_7.jpg
8,truck,Dodge Durango  2012,SUV,Green,0.078,"(59, 503, 339, 699)",frames_with_vehicles\frame_7.jpg
8,car,Honda Odyssey  2007,Minivan,White,0.062,"(602, 582, 815, 778)",frames_with_vehicles\frame_7.jpg
8,car,Dodge Caravan  1997,Minivan,White,0.031,"(767, 587, 901, 744)",frames_with_vehicles\frame_7.jpg
8,car,Audi A5  2012,Coupe,White,0.095,"(2217, 1060, 2720, 1273)",frames_with_vehicles\frame_7.jpg
8,car,Nissan Leaf back 2012,Hatch,White,0.030,"(2125, 683, 2432, 884)",frames_with_vehicles\frame_7.jpg
8,car,Scion xD back 2012,Hatch,White,0.190,"(2446, 604, 2616, 773)",frames_with_vehicles\frame_7.jpg
8,truck,Chevrolet HHR  2010,S,White,0.050,"(2297, 1727, 3326, 2159)",frames_with_vehicles\frame_7.jpg
8,car,BMW 1 Series  2012,Coupe,White,0.032,"(1389, 674, 1690, 841)",frames_with_vehicles\frame_7.jpg
8,truck,Volkswagen Beetle back 2012,Hatch,White,0.044,"(2121, 451, 2418, 707)",frames_with_vehicles\frame_7.jpg
8,bus,GMC Yukon Hybrid  2012,SUV,White,0.049,"(2118, 451, 2421, 712)",frames_with_vehicles\frame_7.jpg
8,car,Audi A5  2012,Coupe,White,0.059,"(856, 586, 965, 719)",frames_with_vehicles\frame_7.jpg
8,car,Volkswagen Beetle back 2012,Hatch,White,0.136,"(2045, 679, 2199, 913)",frames_with_vehicles\frame_7.jpg
8,car,Audi A5  2012,Coupe,White,0.087,"(1546, 574, 1822, 784)",frames_with_vehicles\frame_7.jpg
8,car,BMW 1 Series  2012,Coupe,White,0.025,"(958, 616, 1093, 704)",frames_with_vehicles\frame_7.jpg
8,car,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,Green,0.125,"(0, 842, 32, 1116)",frames_with_vehicles\frame_7.jpg
9,car,FIAT 500 Abarth 2012,,Black,0.072,"(1135, 1330, 1658, 1824)",frames_with_vehicles\frame_8.jpg
9,car,BMW X5  2007,SUV,White,0.205,"(1213, 1024, 1770, 1437)",frames_with_vehicles\frame_8.jpg
9,car,Dodge Caravan  1997,Minivan,Black,0.097,"(2175, 1184, 2824, 1754)",frames_with_vehicles\frame_8.jpg
9,car,Honda Accord  2012,Coupe,Black,0.128,"(738, 1388, 1446, 2016)",frames_with_vehicles\frame_8.jpg
9,car,Hyundai Veracruz  2012,SUV,White,0.118,"(2012, 876, 2444, 1229)",frames_with_vehicles\frame_8.jpg
9,car,Infiniti G  IPL 2012,Coupe,Black,0.152,"(14, 688, 378, 972)",frames_with_vehicles\frame_8.jpg
9,car,Audi A5  2012,Coupe,White,0.217,"(2228, 802, 2577, 1066)",frames_with_vehicles\frame_8.jpg
9,car,Toyota Corolla  2012,Sedan,White,0.046,"(1465, 774, 1805, 1095)",frames_with_vehicles\frame_8.jpg
9,car,Audi A5  2012,Coupe,White,0.075,"(1288, 837, 1674, 1075)",frames_with_vehicles\frame_8.jpg
9,truck,Lamborghini Gallardo LP 570-4 uperleggera 2012,S,White,0.063,"(305, 537, 611, 860)",frames_with_vehicles\frame_8.jpg
