frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
568,502.0,[2343.503214559446 1241.4426926403808 2955.916063282395 1769.4418465534486],[2567.74267578125 1535.9443359375 2734.78369140625 1637.1617431640625],0.5484325885772705,EY61MBG,0.2847824772041587
569,15.0,[852.0647663278123 1565.2844236507708 1528.2084242192577 2154.564473459817],[1080.0517578125 1950.952880859375 1293.8515625 2048.73193359375],0.6864071488380432,FJ14ZHY,0.534298336869532
569,502.0,[2344.261644646648 1242.8864868152496 2959.0303930612463 1772.2540719372364],[2572.25732421875 1529.8985595703125 2732.165283203125 1638.5555419921875],0.4599456191062927,EY61MBG,0.4044712983955573
570,15.0,[849.4064149896492 1566.4723649797397 1527.1146183401845 2152.802471585821],[1077.5181884765625 1957.3992919921875 1293.2523193359375 2057.63720703125],0.6974616050720215,0,0
570,502.0,[2344.426936976238 1245.8545831065408 2961.08740391266 1777.488549748396],[2568.9677734375 1541.2335205078125 2738.42919921875 1647.0655517578125],0.562959611415863,EY61NBG,0.4864617593589043
571,15.0,[848.2802344959615 1567.306232251075 1527.0655917676004 2151.431211074102],[1077.3984375 1957.418212890625 1293.1658935546875 2057.6494140625],0.6973575949668884,0,0
571,502.0,[2344.135569035521 1246.5212831308372 2962.209839235112 1779.8616986319776],[2568.804931640625 1541.634033203125 2738.403076171875 1647.163818359375],0.5647582411766052,EY61NBG,0.36061783518938134
572,15.0,[845.8612623410334 1571.3442710724744 1525.547989608973 2151.777860272456],[1079.18212890625 1961.412353515625 1286.685546875 2063.76171875],0.7019745111465454,FJ16ZHY,0.5080849692523904
572,502.0,[2344.545624402338 1247.0486498489101 2964.0368108853945 1781.9165478918778],[2577.04296875 1559.2294921875 2736.4912109375 1647.640869140625],0.5248292088508606,EY61MBG,0.5401964172082482
573,15.0,[847.9801268324597 1575.8495288885172 1526.3932188676051 2151.523152062194],[1081.311767578125 1965.809814453125 1286.480712890625 2065.652587890625],0.7133383750915527,0,0
573,502.0,[2343.227592641242 1247.432418568837 2962.870764405765 1784.657208873883],[2572.902099609375 1552.79052734375 2741.12158203125 1648.696044921875],0.572697103023529,0,0
574,15.0,[849.3884387991833 1578.1807599310634 1526.6466353971064 2150.360957360444],[1076.906494140625 1970.4677734375 1280.9176025390625 2071.6572265625],0.7163532972335815,FJ14ZHY,0.4258057162227954
574,502.0,[2343.345375500801 1250.0238552246565 2963.219146524981 1789.0149643098148],[2574.8642578125 1532.0390625 2740.14697265625 1650.123046875],0.5602172017097473,0,0
575,15.0,[850.0028604113966 1581.7195743231223 1526.2282988306172 2150.1731987856215],[1073.8641357421875 1975.4886474609375 1284.4339599609375 2078.97021484375],0.7177064418792725,FJ14ZHY,0.7312431047464643
575,502.0,[2342.74783970057 1251.4088777853667 2961.9269660201535 1791.4135047028253],[2580.66015625 1530.1571044921875 2739.24072265625 1647.49658203125],0.43244674801826477,EY61MBG,0.48530790658893086
576,15.0,[845.1326809045084 1586.5176171744251 1524.2423309384358 2150.757674354479],[1067.80615234375 1982.27685546875 1286.177001953125 2086.041748046875],0.712160050868988,0,0
576,502.0,[2344.3724222653655 1253.8563039215337 2962.455468494778 1794.311005568551],[2576.97900390625 1559.8480224609375 2742.839111328125 1655.7015380859375],0.37348365783691406,EY61MBG,0.34032737018904824
577,15.0,[843.0455405224916 1588.9615408759462 1524.0599493075733 2150.1088547215554],[1067.75 1982.158447265625 1286.218994140625 2086.14990234375],0.7122313976287842,0,0
577,502.0,[2345.1696896174003 1254.591889735679 2962.5171319421147 1795.5506936756308],[2576.83740234375 1559.896728515625 2742.92626953125 1655.7744140625],0.37146300077438354,EY61MBG,0.34032737018904824
578,15.0,[841.4697168688709 1591.490994737408 1523.9160087695295 2149.8364606108366],[1068.385498046875 1989.317626953125 1286.2432861328125 2093.212158203125],0.6983618140220642,0,0
578,502.0,[2345.794385359016 1258.9790840986375 2962.385995521129 1799.9586854171407],[2571.74951171875 1563.823486328125 2738.609375 1658.17431640625],0.4882948100566864,EY61NBG,0.2924446127112755
579,15.0,[845.6447451637464 1594.7967992640915 1525.8424202786305 2149.8300783970008],[1068.677978515625 1989.64306640625 1281.253662109375 2091.24609375],0.6998040676116943,FJ16ZHY,0.4343206615158162
579,502.0,[2345.5974534544407 1262.2249003239576 2960.761840234922 1802.739656069819],[2577.030517578125 1513.9420166015625 2729.465087890625 1658.0079345703125],0.4088795781135559,EY61NBG,0.6444482615484861
580,15.0,[849.3320765672818 1599.606990048243 1524.5405240248263 2149.1399416942977],[1064.926513671875 1999.928466796875 1278.2694091796875 2097.62841796875],0.7065286636352539,0,0
580,502.0,[2346.4416597894688 1264.8703374781899 2962.660878973642 1807.6771391610155],[2576.713623046875 1568.179443359375 2740.04833984375 1661.98193359375],0.4869435727596283,EV61NBG,0.5029034943051063
581,15.0,[844.3328522515801 1604.5208019461666 1518.4600149577338 2146.749859292958],[1063.42822265625 2006.0775146484375 1278.303466796875 2101.255859375],0.7025480270385742,0,0
581,502.0,[2346.0213603047564 1269.5778468852318 2962.7441931557946 1813.3281191353299],[2588.562744140625 1581.264404296875 2737.103759765625 1665.542724609375],0.5398892760276794,EY61MBG,0.5897416319860103
582,15.0,[838.1112113327055 1609.4155966138794 1515.750030881673 2145.2885203725345],[1056.6676025390625 2010.7503662109375 1265.681884765625 2110.06982421875],0.7192328572273254,FJ14ZHY,0.3016238693129445
582,502.0,[2349.2584002859235 1273.4841277758073 2969.2447855038295 1817.0400523804983],[2578.50390625 1586.9095458984375 2736.48583984375 1668.5533447265625],0.6005343198776245,0,0
583,15.0,[834.9492661324025 1612.3098006057444 1515.191334106983 2143.6121337979366],[1056.65869140625 2010.6749267578125 1265.6025390625 2109.98193359375],0.7198492884635925,FJ14ZHY,0.32736496649834207
583,502.0,[2349.8166142447444 1274.9391073793647 2972.134535446771 1818.4053278254316],[2578.496337890625 1586.9373779296875 2736.479736328125 1668.5958251953125],0.6011767983436584,0,0
584,15.0,[827.9246974862274 1614.9191257576442 1511.6786357576595 2143.512200745312],[1063.340576171875 2014.70166015625 1268.6246337890625 2111.784423828125],0.7156233787536621,FJ14ZHY,0.7599508328603761
584,502.0,[2348.3410504642934 1275.1639123423477 2969.6915701089683 1816.4331315457987],[2581.626953125 1589.053466796875 2744.03515625 1672.26025390625],0.563994824886322,EY61NBG,0.6081395249246019
585,15.0,[824.0952168119741 1617.110676283308 1511.633643832143 2144.4086547161023],[1054.4381103515625 2016.1142578125 1266.762451171875 2117.883544921875],0.7311877012252808,0,0
585,502.0,[2347.7071705951194 1276.7708157562004 2969.396187235093 1818.2021835198332],[2580.802490234375 1575.7950439453125 2747.468017578125 1679.8897705078125],0.5475989580154419,EY61NBG,0.8800127997742739
586,15.0,[823.38534224878 1620.8404763792564 1513.2362894569264 2147.0263591404614],[1052.792236328125 2020.0361328125 1268.908203125 2122.285888671875],0.7254461646080017,FJ16ZHY,0.5464124138834624
586,502.0,[2347.314327149535 1277.3489441872205 2968.9896524141345 1821.1019480994557],[2592.0087890625 1581.590087890625 2752.8203125 1680.05517578125],0.6029594540596008,EY61NBG,0.8319969059765581
587,15.0,[816.0058825749982 1625.502393908914 1511.6217894740778 2150.821830202531],[1048.787109375 2025.7547607421875 1268.206787109375 2128.69677734375],0.705564558506012,0,0
587,502.0,[2350.4806310334807 1278.3981321938331 2972.9646513605803 1824.9012127832916],[2588.289306640625 1569.1519775390625 2752.826171875 1690.1136474609375],0.5957791805267334,0,0
588,15.0,[814.2593469777956 1631.2080920989622 1511.8922360282631 2154.8937545683934],[1046.8538818359375 2031.7562255859375 1265.378662109375 2136.47802734375],0.6940348148345947,FJ14ZHY,0.7179135445800763
588,502.0,[2350.7853580004494 1280.9326762943406 2975.8384473646 1830.4285685389987],[2585.35205078125 1595.871337890625 2760.560791015625 1697.5654296875],0.6090314984321594,0,0
589,15.0,[812.4218820390565 1633.6221119780485 1512.0884042476 2156.102108007312],[1046.86474609375 2031.81005859375 1265.412109375 2136.44384765625],0.6935479640960693,FJ14ZHY,0.7179135445800763
589,502.0,[2350.799530533031 1281.0977594830938 2978.2649916408905 1832.856361276944],[2585.381103515625 1595.8319091796875 2760.50537109375 1697.5030517578125],0.608026921749115,0,0
590,15.0,[812.6554676932917 1636.9517673419239 1511.4261536290412 2158.145844348848],[1046.8192138671875 2039.84716796875 1261.091064453125 2135.780517578125],0.6952911615371704,FJ14ZHY,0.47546865218668094
590,502.0,[2350.7138367433786 1282.495753581673 2979.8528178237307 1834.5847233810518],[2587.77197265625 1603.92822265625 2762.93212890625 1696.589599609375],0.5869081020355225,EY61NBG,0.5512093305039527
591,15.0,[808.891770515006 1639.1592986304292 1509.2393977639913 2159.296109087518],[1042.287353515625 2047.72119140625 1261.143798828125 2147.6015625],0.7152950167655945,0,0
591,502.0,[2352.5293825369267 1285.7210769659548 2983.780488333496 1838.1136385574925],[2584.707763671875 1605.9296875 2762.2578125 1698.746826171875],0.6111224889755249,EY61NBG,0.4896147497871196
592,15.0,[807.571267172696 1642.7730090083949 1508.6561199491107 2159.6787846950274],[1043.134521484375 2050.877197265625 1261.7236328125 2151.5478515625],0.722969651222229,FJ14ZHY,0.7151364752693763
592,502.0,[2352.309528832662 1286.8478012053158 2983.425487171152 1840.7569477396203],[2583.005859375 1615.0462646484375 2755.546875 1698.88037109375],0.5114297270774841,EY61NBG,0.3545595159850063
593,15.0,[802.7088244625072 1649.1019226747167 1507.2775878112127 2161.181548338185],[1040.1829833984375 2055.34814453125 1255.881591796875 2156.7255859375],0.7200042009353638,0,0
593,502.0,[2352.5073191021843 1289.7455786294563 2983.250841349815 1845.079868819113],[2582.60888671875 1613.5458984375 2759.968505859375 1704.83349609375],0.5766516327857971,EY61NBG,0.6758694736015037
594,15.0,[798.7799886300234 1653.4187505369705 1505.9243158920515 2160.973136167337],[1047.1619873046875 2062.31494140625 1254.8267822265625 2160.0],0.712356686592102,FJ14ZHY,0.4557732250939814
594,502.0,[2352.5156130059713 1295.9442177422993 2981.0985293400845 1848.8340483621719],[2594.669921875 1622.490966796875 2764.67041015625 1703.0899658203125],0.49436041712760925,EY61NBG,0.33996844766464535
595,15.0,[796.9089401799017 1655.734815224665 1505.8631196005883 2160.0464118396476],[1047.1708984375 2062.3525390625 1254.78857421875 2160.0],0.71221923828125,FJ14ZHY,0.4557732250939814
595,502.0,[2352.9160597297637 1298.6789475345258 2979.8867271358245 1849.7915066040914],[2594.508544921875 1622.4671630859375 2764.695556640625 1703.14306640625],0.496629536151886,EY61NBG,0.4679938079025172
596,502.0,[2352.8321681653015 1300.89902252446 2978.0083999639855 1851.3795360576858],[2591.53369140625 1626.477783203125 2760.763427734375 1711.837890625],0.5121347904205322,EY61NBG,0.24976497330998504
597,502.0,[2354.2282155678986 1305.3257514146094 2976.683689485387 1853.7785335427411],[2589.537109375 1621.23193359375 2767.98779296875 1717.281005859375],0.5871739387512207,EY61NBG,0.4732796965858852
598,502.0,[2358.794583061676 1309.0790405391353 2981.9787216666678 1856.89109198608],[2588.7919921875 1633.8720703125 2770.96484375 1717.98046875],0.6178121566772461,EY61NBG,0.8689719857760351
599,15.0,[789.4618038539477 1669.6553367151446 1505.6390944157476 2161.408538659568],[1036.546875 2083.7001953125 1242.8507080078125 2160.0],0.701526403427124,0,0
599,502.0,[2359.271768166051 1311.8975593906405 2983.311412476692 1860.89549596436],[2598.102294921875 1625.43505859375 2769.8544921875 1718.146240234375],0.6174286007881165,EY61NBC,0.8015853302106039
600,15.0,[785.0068144484554 1675.0410095116645 1504.5829972690653 2161.9848301290017],[1033.697998046875 2093.972900390625 1240.334228515625 2160.0],0.660923182964325,0,0
600,502.0,[2360.683721580926 1315.1676988837794 2985.6168613196173 1866.248064093646],[2599.443359375 1616.900390625 2772.81787109375 1725.7247314453125],0.5783891081809998,EY61NBG,0.4818158813675542
601,15.0,[782.8669462981834 1677.8789103709903 1504.8333341748921 2161.3374344846548],[1033.68359375 2094.07861328125 1240.481201171875 2160.0],0.660531759262085,0,0
601,502.0,[2360.9930507396957 1316.0035028167063 2986.616553109171 1868.4871095957851],[2599.16015625 1617.1376953125 2772.720703125 1725.782958984375],0.5787743926048279,EY61NBG,0.2981832667244704
602,15.0,[784.9439457259797 1682.2040610233166 1506.6473824651716 2161.55395866352],[1031.0621337890625 2094.29541015625 1243.08154296875 2160.0],0.6428893804550171,0,0
602,502.0,[2361.861511786583 1319.5087101850747 2988.2557085396875 1874.619765322718],[2601.2060546875 1622.83740234375 2771.73828125 1729.912353515625],0.5428431630134583,EY61NBG,0.5079580500978496
603,502.0,[2361.9206769333728 1322.7352769396666 2988.8118221645213 1880.3726782806002],[2597.592041015625 1629.9656982421875 2772.52734375 1738.1685791015625],0.6152738332748413,EY61NBG,0.5259586499785073
603,15.0,[781.5537812966988 1686.2258914780416 1503.4575362570642 2161.1154972876907],[1033.5693359375 2099.99462890625 1237.7667236328125 2160.0],0.5458682775497437,0,0
604,502.0,[2363.208014503682 1325.5988158766831 2990.5788854912175 1885.2231688458241],[2598.95166015625 1633.73291015625 2772.4404296875 1742.94287109375],0.5763165354728699,EY61NBC,0.17223335489137787
605,502.0,[2363.988758020502 1325.8154443032913 2992.3708384827282 1888.173904433323],[2610.35205078125 1639.83251953125 2781.15185546875 1742.87548828125],0.5572917461395264,EY61NBG,0.7895115269104654
606,502.0,[2365.6737602480725 1325.1430036754384 2995.796851060726 1891.221937072885],[2601.197021484375 1665.986328125 2778.11767578125 1743.940673828125],0.49780821800231934,EY61NBG,0.4739336288176092
607,502.0,[2365.9112115940593 1324.3565515177822 2997.2708672976255 1893.119079937005],[2601.3427734375 1666.0191650390625 2778.046142578125 1743.8829345703125],0.4965446889400482,EY61NBG,0.32729134847401115
608,502.0,[2366.3297109005907 1324.4828210678936 2997.72842187435 1895.7206554532606],[2597.4853515625 1668.465087890625 2779.30615234375 1746.90673828125],0.5874379277229309,EY61MBG,0.4123391633176011
609,502.0,[2366.2486031276317 1327.8083268179244 2999.0627912178147 1902.5840491267936],[2609.4697265625 1658.0657958984375 2781.28125 1750.7633056640625],0.6026566624641418,EY61MBG,0.44153034088188625
610,502.0,[2364.7933893389604 1330.4239491145659 2998.0809010437356 1907.286803310165],[2601.86962890625 1667.9447021484375 2781.741455078125 1753.0367431640625],0.5917660593986511,EY61NBG,0.5002749225471871
611,502.0,[2365.515948662516 1331.9971086807502 2999.080450976835 1911.355565528024],[2604.63037109375 1655.40576171875 2781.004638671875 1767.029052734375],0.2723205089569092,EY61NBG,0.4568108750480435
612,502.0,[2365.411762208034 1334.49937910813 2998.5207175852165 1915.8636128032292],[2601.273193359375 1682.4129638671875 2781.4736328125 1763.9329833984375],0.6016984581947327,EY61MBG,0.6150496607580584
613,502.0,[2365.4784540092655 1335.1948848529732 2998.366379867964 1917.9265696021234],[2601.30078125 1682.46240234375 2781.41650390625 1763.892333984375],0.6019955277442932,EY61MBG,0.6150496607580584
614,502.0,[2365.625577639404 1339.2117851252272 2997.156219962683 1922.7726333573112],[2599.265625 1688.214111328125 2772.161865234375 1763.9117431640625],0.5911858677864075,EY61NBG,0.4149605450405507
615,502.0,[2366.040989049757 1343.899155968727 2996.7403403176627 1927.3375654143642],[2604.94287109375 1684.9866943359375 2777.30224609375 1769.5367431640625],0.6386719942092896,EY61MBG,0.6693608924457181
616,502.0,[2369.1308329261124 1347.6321170253925 3003.2510800725736 1931.9962811212415],[2600.9501953125 1682.181884765625 2787.60400390625 1782.5625],0.6635478138923645,EY61MBG,0.5188521065627021
617,502.0,[2374.4725919281873 1350.8221589379964 3014.9291813496884 1936.4407514957234],[2611.791748046875 1676.9556884765625 2789.111083984375 1780.6702880859375],0.6031796932220459,EY61NBG,0.5582522037633454
618,502.0,[2374.4496455675235 1353.8883416774818 3018.121654190987 1939.8211303363917],[2616.7548828125 1696.760009765625 2788.697265625 1786.91748046875],0.6059427261352539,EY61NBG,0.6330408951047005
619,502.0,[2373.724655395721 1354.7195637923232 3019.501410537511 1940.862672044581],[2616.8544921875 1696.5626220703125 2788.579833984375 1786.8544921875],0.6057382225990295,EY61NBG,0.6330408951047005
620,502.0,[2374.736755002134 1359.7097099014636 3023.663870785122 1944.390082881735],[2607.93505859375 1697.715087890625 2789.4736328125 1793.282958984375],0.5838161706924438,0,0
621,502.0,[2374.6809858040856 1362.470184014202 3024.6785597267967 1948.003194905495],[2615.22705078125 1689.295166015625 2791.46533203125 1792.1685791015625],0.6385626196861267,0,0
622,502.0,[2375.0995999307925 1366.224762285369 3025.827996680454 1952.9922808220042],[2612.877685546875 1695.478271484375 2790.439453125 1795.31689453125],0.6040424704551697,EY61NBG,0.5369379057758172
623,502.0,[2375.1170279155017 1369.4206970147195 3026.677423076802 1957.6007719627858],[2607.05029296875 1718.000244140625 2793.77392578125 1802.490234375],0.5928247570991516,EY61NBG,0.30308161992958726
624,502.0,[2376.6922286403105 1372.38489751642 3031.0388189637933 1960.9708134438633],[2626.459716796875 1660.6849365234375 2776.3154296875 1799.0430908203125],0.25671496987342834,EY61NBG,0.2962535642168292
625,502.0,[2376.8676523689614 1373.3623468384978 3033.302933842879 1962.2146802032964],[2626.512451171875 1660.574462890625 2776.4033203125 1799.161865234375],0.2590700685977936,EY61NBG,0.5717905586337119
626,502.0,[2375.5729648355527 1377.872141619077 3033.6426526466357 1968.5988739536951],[2619.905029296875 1724.1610107421875 2783.029052734375 1800.8448486328125],0.39354342222213745,EY61NBG,0.3131418958460917
627,502.0,[2375.9944751136204 1382.3388990691137 3036.6151678488454 1973.7249406970877],[2616.4443359375 1726.317138671875 2800.94140625 1815.11767578125],0.6364903450012207,0,0
628,502.0,[2376.4781424371854 1387.238746966135 3037.951888114582 1978.1344491949883],[2617.82177734375 1733.150390625 2803.700439453125 1814.64697265625],0.6067569851875305,EY61MBC,0.17127733165281497
629,502.0,[2376.5853205402045 1390.5368749286636 3038.1249655352294 1983.4109409831685],[2619.957275390625 1734.933837890625 2804.185546875 1818.74267578125],0.6232675909996033,EY61NBG,0.48504507858549856
630,502.0,[2379.609160730254 1393.9498861535526 3043.478974593203 1988.9704465736595],[2615.8232421875 1731.3131103515625 2808.11962890625 1829.7147216796875],0.6770400404930115,EY61NBG,0.561157988768331
631,502.0,[2380.32414889529 1394.7759065800333 3045.9104150723915 1991.3649597376084],[2615.857421875 1731.5731201171875 2808.0830078125 1829.6729736328125],0.6763116121292114,EY61NBG,0.38104477201394676
632,502.0,[2378.3668071881643 1397.6492385640565 3046.4809129947676 1994.251308660672],[2623.04052734375 1717.3465576171875 2807.090087890625 1830.0670166015625],0.6235049366950989,EY61NBG,0.46764520008210075
633,502.0,[2377.9711578168326 1401.2262818698032 3048.695095210379 1997.8861490433474],[2622.52490234375 1737.024169921875 2810.7900390625 1842.4658203125],0.6158595681190491,EY61NBG,0.6205460550516058
634,502.0,[2378.8226794483435 1403.646412258277 3053.603387694033 2000.1152948833678],[2615.697021484375 1745.3447265625 2812.60205078125 1845.108642578125],0.633969247341156,EY61NBG,0.8435672815818142
635,502.0,[2379.472358524553 1405.6130687974028 3055.7907245063243 2002.2444910039353],[2619.86181640625 1749.9063720703125 2812.324951171875 1844.4554443359375],0.6001034379005432,EY61NBG,0.5463098030677804
636,502.0,[2380.0956808216747 1410.6127805147448 3056.865368918136 2005.7725378787682],[2622.69873046875 1763.0130615234375 2817.213134765625 1844.265380859375],0.5249373912811279,EY61NBG,0.6121329909215877
637,502.0,[2380.30229579214 1412.6869926099453 3057.4397862617066 2006.846368853322],[2622.5966796875 1762.565185546875 2817.21484375 1844.2349853515625],0.5245544910430908,EY61NBG,0.7327343116523803
638,502.0,[2381.8365955722984 1415.0056392614995 3059.477075023018 2009.2200760323096],[2623.00830078125 1766.789794921875 2819.74169921875 1854.57568359375],0.6348979473114014,EY61NBG,0.5786126618815519
639,502.0,[2382.968840301204 1419.4545214504074 3061.6206813175922 2014.3527218581153],[2629.614990234375 1767.2138671875 2818.67138671875 1851.563232421875],0.5964744687080383,EY61NBG,0.7848347120029596
640,502.0,[2383.4226685456715 1423.5905904355109 3062.62040228108 2021.8001516925729],[2628.104736328125 1781.022216796875 2815.8994140625 1862.028076171875],0.621070384979248,EY61NBG,0.440317256783937
641,502.0,[2383.9520142050205 1426.0119595632336 3063.0241262713653 2025.8357716396426],[2630.080810546875 1767.3629150390625 2822.362060546875 1862.3631591796875],0.6273431777954102,EY61NBG,0.32123616815946066
642,502.0,[2384.6430377933702 1427.6077390736655 3063.6816158477595 2030.443718175583],[2630.40185546875 1777.1246337890625 2820.5048828125 1862.4481201171875],0.63630610704422,ET61NBG,0.2837913317682792
643,502.0,[2384.909311476678 1427.5511130988352 3063.854609212933 2032.5616805211434],[2630.480712890625 1777.008544921875 2820.49951171875 1862.361328125],0.635848879814148,EY61NBG,0.3608493683249642
644,502.0,[2387.5621803977947 1428.0817327041568 3068.178530864716 2035.9165279138938],[2633.151611328125 1781.965087890625 2826.5283203125 1876.908935546875],0.6766883134841919,EY61NBG,0.25280044587619827
645,502.0,[2386.956182691676 1430.1045943204324 3064.3249997339935 2039.7466695395412],[2638.38525390625 1756.8797607421875 2825.72998046875 1877.7703857421875],0.5318968296051025,EY61NBG,0.5758630204004187
646,502.0,[2390.6017762624747 1431.2562663287806 3070.4586581414646 2043.4473933615939],[2642.495849609375 1777.685302734375 2829.7890625 1884.708984375],0.5038642287254333,EY61NBG,0.6271002604293806
647,502.0,[2392.1276084412607 1433.9529517652024 3072.235127898032 2047.498646639848],[2634.892822265625 1788.12939453125 2830.768798828125 1891.311279296875],0.6389996409416199,EY61NBG,0.663200863159577
648,502.0,[2392.690447916439 1436.837421426787 3072.175834918497 2052.045024820993],[2641.865234375 1792.4139404296875 2831.25927734375 1890.5321044921875],0.6192896366119385,0,0
649,502.0,[2392.8944293112427 1437.4063113222462 3071.7561568848514 2053.525000068896],[2641.814453125 1792.4373779296875 2831.36181640625 1890.7869873046875],0.6204203963279724,0,0
650,502.0,[2392.303524448809 1441.365223531799 3068.871283436006 2058.2282398474654],[2650.99560546875 1808.673583984375 2831.38134765625 1893.69091796875],0.6015279293060303,EY61MBG,0.5489553485838233
651,502.0,[2392.24238158811 1446.345791751867 3069.5553342033163 2065.128114631554],[2643.381591796875 1811.744384765625 2832.95654296875 1901.343017578125],0.6437543630599976,0,0
652,502.0,[2393.1928876188163 1451.3255247415761 3069.9356581582656 2070.1097362312207],[2644.439208984375 1811.1470947265625 2828.781005859375 1904.3470458984375],0.6474030017852783,EY61NBG,0.2671361348004788
653,502.0,[2395.576044337924 1457.819149037705 3075.303704113039 2076.3479518817107],[2644.125244140625 1825.9295654296875 2826.162841796875 1913.9967041015625],0.666764497756958,EY61NBG,0.5730018778496718
654,502.0,[2396.981489433206 1462.1393013446093 3079.806976559899 2080.996082535301],[2644.887451171875 1823.5517578125 2832.6005859375 1912.17041015625],0.6390390396118164,EY61MBG,0.40502764371910865
655,502.0,[2397.052534839113 1463.5705056281668 3082.3827465574523 2082.706113641888],[2644.913818359375 1823.4678955078125 2832.541015625 1912.1561279296875],0.6376219987869263,EY61MBG,0.40502764371910865
656,502.0,[2395.1814653656793 1465.5258586570098 3080.791827336271 2084.971859365141],[2641.3681640625 1830.6734619140625 2827.03173828125 1915.0426025390625],0.6554023623466492,EY61MBC,0.5950989347744379
657,502.0,[2396.5879841538213 1469.98236716804 3084.0906101770074 2089.47889209943],[2643.747802734375 1829.926025390625 2839.902099609375 1927.4205322265625],0.6811243295669556,EY61MBC,0.3934126111045244
658,502.0,[2400.2535906170233 1472.2657103910642 3093.780097525746 2092.1947464314603],[2648.7666015625 1818.7401123046875 2840.31298828125 1932.4112548828125],0.665510356426239,0,0
659,502.0,[2400.5914685264283 1475.791102517178 3096.112891727072 2096.2888296930196],[2645.982421875 1847.8824462890625 2842.04541015625 1939.9775390625],0.6281408071517944,EY61NBC,0.30225291323271813
660,502.0,[2400.2872608975777 1479.641639508433 3096.3281543749144 2101.252963579979],[2649.33154296875 1841.000244140625 2845.087890625 1939.112548828125],0.5787264704704285,EY61NBC,0.5689286906018521
661,502.0,[2399.8110306796484 1480.9368509137814 3096.048073155546 2103.308051979556],[2649.1962890625 1841.086669921875 2845.18505859375 1939.21728515625],0.5818621516227722,EY61NBC,0.5973510606826377
662,502.0,[2400.9904845357023 1484.5015909813403 3099.0219092472207 2107.5429353675277],[2652.1806640625 1847.8839111328125 2848.75146484375 1940.2734375],0.6219495534896851,0,0
663,502.0,[2399.584764465797 1488.8306536071295 3096.1196636105697 2112.5846192002523],[2653.951171875 1865.571533203125 2852.86669921875 1949.014892578125],0.6372907161712646,EY61NBG,0.4082126265277693
664,502.0,[2401.6199261740176 1493.9297814031738 3100.8302974725357 2118.2460278936105],[2657.57958984375 1846.541015625 2851.103759765625 1957.9910888671875],0.2949819564819336,0,0
665,502.0,[2402.7096247793925 1498.9098389767942 3104.422900741498 2123.192167143321],[2655.153076171875 1870.513427734375 2855.955322265625 1959.921875],0.6752952933311462,EY61NBG,0.5907610883428831
666,502.0,[2406.4772422584992 1504.210049523497 3113.8927387652166 2127.593827400246],[2649.918212890625 1872.1494140625 2857.5390625 1961.16943359375],0.6615301370620728,ET61NBG,0.205256796693031
667,502.0,[2406.9820546888413 1506.2232975355607 3118.5938090969694 2129.0316230253984],[2650.018798828125 1872.052001953125 2857.480224609375 1961.180419921875],0.6621114611625671,EY61NBG,0.18897877107832659
668,502.0,[2406.702435333355 1510.182941617817 3122.2302971533677 2131.7977697217184],[2655.65673828125 1875.327880859375 2858.983642578125 1968.51318359375],0.6886103749275208,EF61NBG,0.43862354884092214
668,370.0,[890.7798513162882 1563.235080726369 1612.6956783637654 2151.3260607522907],[956.0169067382812 2030.2276611328125 1135.630126953125 2139.3642578125],0.4109053909778595,0,0
669,502.0,[2405.5401502680124 1514.2660259582033 3121.8132609400645 2135.3858432246034],[2654.28271484375 1880.9168701171875 2862.823486328125 1977.87158203125],0.6950792074203491,EY61NBG,0.791488647047356
669,370.0,[884.2369567757943 1566.8754746928685 1607.4164274192344 2151.9364448063607],[960.457763671875 2042.10498046875 1136.01123046875 2146.673583984375],0.32595568895339966,0,0
670,502.0,[2404.942681354092 1517.6480943300194 3122.004703513967 2138.627312597832],[2658.52197265625 1878.964599609375 2865.0556640625 1980.094482421875],0.6618735790252686,EY61MBG,0.6661942860270914
670,370.0,[881.224975846528 1572.7082721468287 1601.7700140182585 2153.1128696542182],[1256.566650390625 1995.7086181640625 1343.987060546875 2098.82666015625],0.29057541489601135,0,0
671,502.0,[2403.9436482813558 1519.7722070994923 3120.4571690061016 2141.2159191658566],[2664.599609375 1889.3924560546875 2866.40234375 1986.05712890625],0.6296999454498291,0,0
672,502.0,[2406.7843325487343 1520.0769949017358 3124.0744740819923 2142.091747396761],[2666.408935546875 1896.4676513671875 2866.71826171875 1983.349365234375],0.5783551931381226,EY61NBG,0.24687085833847214
673,502.0,[2407.4318490305955 1519.9775515055392 3124.914104617758 2142.409029678768],[2666.327880859375 1896.547119140625 2866.595703125 1983.333984375],0.576602041721344,EY61NBG,0.24687085833847214
674,502.0,[2407.780861164082 1522.365449995089 3125.71346023798 2144.4256143452426],[2665.04638671875 1905.8258056640625 2863.83447265625 1988.4627685546875],0.6321690678596497,EY61NBG,0.7488269174798701
674,370.0,[882.9564724069792 1588.8321449003304 1606.1999926613303 2152.14423150357],[1271.492919921875 2020.573974609375 1343.928466796875 2126.72900390625],0.3735021948814392,0,0
675,502.0,[2406.4225952145025 1523.9973572598647 3122.416053468095 2146.1001765066103],[2670.315673828125 1908.2603759765625 2864.88427734375 1993.7457275390625],0.676243782043457,EY61NBG,0.5070106841280353
