frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1148,951.0,[2335.6224803241066 1361.5001382759147 2926.634273681313 1882.6725872517063],[2537.138427734375 1691.7529296875 2720.740478515625 1786.473876953125],0.6724646687507629,EF10DZT,0.3813759773862832
1149,532.0,[816.2647962074548 1456.8803509203021 1528.1766305101378 2122.7279095899],[1062.55859375 1880.66748046875 1282.5693359375 1980.95654296875],0.7030202746391296,0,0
1149,951.0,[2336.6690946651333 1361.1333272494574 2929.883842014795 1884.3807019330945],[2539.018798828125 1692.547119140625 2723.255126953125 1787.5048828125],0.6591092944145203,0,0
1149,589.0,[3076.5112678406776 1060.8291786332363 3621.0781095268467 1505.3109970004255],[3301.153564453125 1324.567626953125 3462.331787109375 1418.1253662109375],0.2695368826389313,0,0
1150,532.0,[814.0073615009397 1461.248253428883 1530.3381762327053 2127.407435750673],[1064.3895263671875 1880.395751953125 1281.059326171875 1985.231689453125],0.704950213432312,AK64DMV,0.6627172932127249
1150,951.0,[2338.1525036884154 1363.540690427732 2934.506255933486 1887.4400449461696],[2540.29736328125 1701.51123046875 2725.0185546875 1793.6531982421875],0.650731086730957,EF10DZT,0.17276021226869748
1150,589.0,[3081.090259964499 1059.7855711003804 3623.922279303882 1506.6771835451736],[3289.798828125 1323.09423828125 3465.0 1424.198486328125],0.30510467290878296,0,0
1151,532.0,[810.9800612380735 1464.8374799164314 1529.6102530048397 2130.9164494715515],[1057.4952392578125 1884.31494140625 1281.767578125 1991.0595703125],0.7074980735778809,AK64DMV,0.6905056610428064
1151,951.0,[2338.561314499967 1365.2348898958169 2937.294615456188 1890.493772215051],[2537.974365234375 1701.3828125 2723.09033203125 1795.32470703125],0.6448063254356384,0,0
1151,589.0,[3085.807460242027 1058.405608176451 3628.921484390204 1508.3565917294045],[3305.92138671875 1352.7496337890625 3441.32861328125 1423.9593505859375],0.32234108448028564,0,0
1152,532.0,[808.6405167401766 1468.608890861599 1530.415388042179 2134.4919340498714],[1064.34130859375 1892.419921875 1277.787353515625 1989.5328369140625],0.6839125752449036,AK64DMV,0.6604755700191021
1152,951.0,[2339.05878339796 1367.3890936906837 2939.690077946013 1893.6435184955817],[2539.713134765625 1704.2698974609375 2724.9833984375 1797.2581787109375],0.6508834362030029,0,0
1153,532.0,[809.6976990892449 1470.6634489390785 1532.7453482575893 2136.299277576139],[1064.3211669921875 1892.435302734375 1277.7943115234375 1989.56982421875],0.6836135983467102,AK64DMV,0.5716825113177634
1153,951.0,[2339.029197274308 1368.0706941396609 2941.1099095958407 1895.218687561364],[2539.489501953125 1704.1981201171875 2725.13623046875 1797.2984619140625],0.6513717770576477,0,0
1154,532.0,[805.0788577823456 1472.7873591521989 1527.867152145463 2137.8185202697896],[1057.65283203125 1890.2197265625 1278.563232421875 1995.287841796875],0.6615241169929504,AK64DMV,0.6389579551493437
1154,951.0,[2338.6275042142497 1370.8751018576404 2942.0712427318094 1898.6297766403918],[2541.20361328125 1708.1619873046875 2728.7138671875 1801.9661865234375],0.6366513967514038,EF10OZT,0.465637732613353
1155,532.0,[804.9364782066664 1476.0141195909137 1526.3963337033233 2140.318407840265],[1051.89501953125 1887.6749267578125 1277.5111083984375 1999.4395751953125],0.6799244284629822,AK64DMV,0.9145373662938622
1155,951.0,[2337.3623414713147 1373.4267930515914 2940.84610765277 1901.5029763503874],[2542.9521484375 1714.5194091796875 2731.39404296875 1804.3564453125],0.6007189154624939,0,0
1155,589.0,[3089.3499703774223 1070.4666140275856 3629.3831174467496 1515.817669858049],[3293.70458984375 1348.1600341796875 3466.31494140625 1434.9951171875],0.42826560139656067,0,0
1156,532.0,[805.487644348764 1479.6284989681708 1526.8370205410754 2143.659303050558],[1051.5166015625 1898.91796875 1274.494873046875 2003.461669921875],0.667794942855835,AK64DMV,0.723134882642756
1156,951.0,[2336.478504196173 1376.2977972904214 2939.0796496356706 1904.099297159672],[2542.919677734375 1714.2564697265625 2733.630615234375 1807.4395751953125],0.6161419749259949,0,0
1156,589.0,[3090.891669863741 1075.78361910776 3631.1576689737817 1520.0583711983304],[3334.1220703125 1343.495361328125 3463.5439453125 1432.793701171875],0.3504888713359833,0,0
1157,532.0,[807.0469015395198 1482.7032919696603 1526.864229093661 2146.3058295876017],[1056.8009033203125 1905.08056640625 1274.8729248046875 2005.4937744140625],0.6762942671775818,AK64DMV,0.7326064218326674
1157,951.0,[2335.448120644551 1379.9427687660136 2937.3666218337726 1908.3946504657429],[2542.16064453125 1719.219970703125 2735.3720703125 1809.7568359375],0.6229190826416016,0,0
1158,532.0,[806.2309602076695 1485.4227573194878 1525.146562595823 2147.249845507837],[1051.0499267578125 1909.206787109375 1277.12841796875 2014.0712890625],0.6890462040901184,AK64DMV,0.8265046460773715
1158,951.0,[2336.0323642746603 1384.1298796704407 2938.4374329603793 1912.0836560182568],[2543.7919921875 1721.9375 2735.877685546875 1817.41015625],0.6456029415130615,0,0
1159,532.0,[806.0970628831437 1486.6844168764874 1524.5082954642971 2147.124249908226],[1050.92529296875 1909.100830078125 1277.15234375 2014.203369140625],0.6885355114936829,AK64DMV,0.7213544926456268
1159,951.0,[2336.0707935535083 1385.8261091256177 2938.7067623488583 1913.418614002686],[2543.608154296875 1721.8509521484375 2735.93701171875 1817.5675048828125],0.6455091238021851,0,0
1160,532.0,[804.1388982594626 1489.5488621896666 1522.8099881433486 2147.3307331835076],[1054.0506591796875 1916.6986083984375 1269.8873291015625 2014.3575439453125],0.7086963653564453,AK64DMV,0.5922452388145545
1160,951.0,[2335.9318863094604 1389.0516132144523 2940.4504398213157 1916.6879585653548],[2540.720947265625 1726.984130859375 2733.763671875 1821.3226318359375],0.6567771434783936,0,0
1161,532.0,[804.264353880231 1491.4166792719489 1523.3347294325652 2146.636537831808],[1052.5389404296875 1920.33056640625 1269.18603515625 2013.644287109375],0.6839693188667297,AK64DMV,0.6529538877622337
1161,951.0,[2335.321122308511 1391.4998415633286 2940.684408753649 1919.892639486262],[2539.8642578125 1726.7142333984375 2735.066650390625 1820.5924072265625],0.6676256656646729,0,0
1161,589.0,[3090.3101117124093 1082.5644387382895 3640.035158007881 1530.3724046530579],[3316.953125 1351.71484375 3481.99267578125 1439.7091064453125],0.30102139711380005,0,0
1162,532.0,[804.9365419692896 1493.8056014873082 1522.5664686929608 2146.7164478417926],[1051.1007080078125 1921.3670654296875 1269.4154052734375 2021.3609619140625],0.6930259466171265,AK64DMV,0.6903584229343369
1162,951.0,[2334.529988962732 1393.4935402965675 2941.442232528663 1924.0926570853903],[2539.265625 1731.37060546875 2733.793212890625 1824.674560546875],0.6570499539375305,0,0
1163,532.0,[804.8512984554404 1495.7989152812434 1523.6680568388383 2145.600641144277],[1048.795166015625 1927.313232421875 1263.6075439453125 2024.7564697265625],0.6809368133544922,AK64DMV,0.5669181676450401
1163,951.0,[2336.5792809545833 1397.762971792076 2944.9422936108936 1928.672432299172],[2543.441162109375 1736.3074951171875 2734.25390625 1830.0948486328125],0.639589250087738,0,0
1164,532.0,[805.3987667167818 1498.7755098053217 1525.8152677806866 2145.2604001474065],[1049.86376953125 1927.2705078125 1257.2816162109375 2025.160888671875],0.6855984330177307,AK64DMV,0.6301571139409315
1164,951.0,[2337.5477298215624 1400.7753117588936 2946.0928260273326 1932.2516222763256],[2538.3525390625 1738.01806640625 2736.0361328125 1836.474609375],0.6641577482223511,0,0
1165,532.0,[805.1865637755116 1500.3640220510601 1526.7107829162471 2144.390323503269],[1049.8712158203125 1927.23486328125 1257.2696533203125 2025.19921875],0.6856272220611572,AK64DMV,0.6301571139409315
1165,951.0,[2338.009688427276 1401.6844771642814 2946.8292174011212 1933.597474673269],[2538.37841796875 1737.999267578125 2736.05078125 1836.474853515625],0.6638747453689575,0,0
1166,532.0,[803.9428164365582 1503.9612291951908 1525.5473251489575 2145.2427241565256],[1047.763427734375 1929.803466796875 1256.50732421875 2031.7957763671875],0.6831369400024414,AK64DMV,0.8098246882202218
1166,951.0,[2340.7814627544685 1404.7928049371951 2954.084491216894 1937.4216048444393],[2541.949951171875 1738.9456787109375 2737.368896484375 1836.2003173828125],0.649417519569397,0,0
1167,532.0,[802.0127240401721 1505.937403866399 1524.8950872830023 2145.6005917045286],[1044.604736328125 1933.2747802734375 1258.031982421875 2033.239013671875],0.6852536201477051,AK64DMV,0.7086970847070506
1167,951.0,[2341.3263220797144 1407.4464249022465 2958.9504465824702 1940.7441749229267],[2540.5009765625 1744.328369140625 2738.07177734375 1842.2587890625],0.6576045751571655,0,0
1167,589.0,[3103.487809510824 1091.0394915758059 3659.3616833463743 1542.4176517577782],[3316.962158203125 1353.975341796875 3497.578857421875 1456.3448486328125],0.29104018211364746,0,0
1168,532.0,[800.0939611674924 1512.8680973420135 1523.384723220963 2149.297465712458],[1045.918701171875 1937.35107421875 1258.74951171875 2039.351806640625],0.6681545376777649,AK64DMV,0.6110951511724149
1168,951.0,[2338.9199682275316 1412.000902819164 2956.7452101938566 1944.9947497845828],[2540.616943359375 1748.4312744140625 2737.559326171875 1848.3782958984375],0.6465192437171936,0,0
1169,532.0,[797.0240989203832 1521.1257171909153 1520.999652923144 2153.056227676929],[1042.8692626953125 1941.47509765625 1256.92138671875 2041.9501953125],0.7064167857170105,0,0
1169,951.0,[2339.3744553617657 1415.0268584753562 2961.397270244173 1948.5692006009244],[2543.857421875 1748.8681640625 2739.87353515625 1849.025390625],0.6644259095191956,0,0
1170,532.0,[792.4727641549707 1525.6733499869563 1518.2619274281342 2154.0173023649872],[1046.064697265625 1951.7069091796875 1258.1846923828125 2047.6636962890625],0.6921865940093994,AK64DMV,0.4646685319673052
1170,951.0,[2340.0646489943306 1418.7240734323207 2966.2476860384845 1953.0659331160793],[2546.41455078125 1756.6226806640625 2737.2431640625 1855.2886962890625],0.6303659081459045,0,0
1171,532.0,[790.4912971995157 1528.0802516333326 1517.6210332516837 2153.7096804157413],[1046.04248046875 1951.7515869140625 1258.18896484375 2047.6534423828125],0.692531943321228,AK64DMV,0.4048211073013717
1171,951.0,[2339.6171439686204 1419.895821532692 2968.874249929224 1954.855724889549],[2546.490234375 1756.491943359375 2737.3369140625 1855.3209228515625],0.6309559345245361,0,0
1172,532.0,[788.1286080207124 1531.5955054674955 1517.3801496476176 2153.39662856153],[1043.9422607421875 1956.6815185546875 1262.4644775390625 2053.3955078125],0.6770889759063721,AK64DMV,0.5600216620730764
1172,951.0,[2339.9965955032258 1422.3120529195423 2971.3007906201883 1956.8702151429627],[2548.9658203125 1762.8350830078125 2735.606689453125 1852.9346923828125],0.6148484945297241,EF10DZT,0.4687306827976542
1173,532.0,[789.7464758624599 1533.903376130475 1518.5806252086024 2152.223418225668],[1037.720458984375 1960.98291015625 1256.24169921875 2062.04248046875],0.676516592502594,AK64DMV,0.781508184134595
1173,951.0,[2340.106641061988 1422.8412086096703 2971.541618272946 1958.708346416897],[2547.74560546875 1763.9981689453125 2746.4443359375 1857.6646728515625],0.6330769062042236,EF10DZT,0.5576533565578283
1174,532.0,[789.9972823062399 1538.3278986062253 1517.5489053830765 2150.7658180834324],[1038.39013671875 1966.7911376953125 1250.1669921875 2061.525146484375],0.6834145188331604,AK64DMV,0.6818587303176611
1174,951.0,[2336.632395919461 1424.7721156938278 2968.635616377514 1962.6716193753855],[2549.700927734375 1770.2281494140625 2744.138427734375 1858.0667724609375],0.6351715922355652,0,0
1175,532.0,[788.6647318269274 1540.6571691943195 1516.334141699796 2148.780065163749],[1033.3671875 1967.28955078125 1249.82373046875 2064.00244140625],0.6813514828681946,AK64DMV,0.5834281895899737
1175,951.0,[2335.0105554933066 1426.2581580151796 2966.9374500596864 1965.7442074808741],[2554.30029296875 1772.0247802734375 2744.1171875 1863.556640625],0.6601802706718445,EF10DZT,0.6558058463991333
1176,532.0,[787.7642887699287 1540.3345175542988 1515.1711543246558 2146.06350478237],[1029.287353515625 1968.970458984375 1251.410400390625 2070.49365234375],0.6855231523513794,AK64DMV,0.7610115236466642
1176,951.0,[2334.769624684642 1427.1465405127979 2965.913500343748 1969.290237040379],[2552.6513671875 1775.644287109375 2742.79541015625 1870.35009765625],0.6779585480690002,EF10DZT,0.3617473336717518
1177,532.0,[787.4278389178617 1540.5279641782267 1514.6870188175953 2144.587895486951],[1029.3292236328125 1968.9971923828125 1251.3914794921875 2070.428466796875],0.685862123966217,AK64DMV,0.7610115236466642
1177,951.0,[2334.6242124752584 1426.9755120012017 2965.0714627616703 1971.0754815457788],[2552.607177734375 1775.6187744140625 2742.849365234375 1870.4337158203125],0.6780301332473755,EF10DZT,0.3617473336717518
1178,532.0,[785.0960105359238 1544.8401963205422 1513.2935380872102 2144.5754135415236],[1029.517822265625 1976.59716796875 1249.0140380859375 2075.805908203125],0.7019132375717163,AK64DMV,0.5278200274088146
1178,951.0,[2334.233123376696 1428.48697586106 2966.5374140615445 1974.3564604950955],[2551.734619140625 1775.86474609375 2742.060546875 1871.49560546875],0.6841869354248047,0,0
1179,532.0,[779.3474508907057 1547.36787072179 1511.1533390874001 2143.088684581139],[1028.300048828125 1978.9892578125 1251.483642578125 2082.507568359375],0.7057563066482544,0,0
1179,951.0,[2336.979145123947 1429.9040344289963 2970.3892798567094 1977.2720665307531],[2549.048583984375 1781.497802734375 2741.366455078125 1876.2666015625],0.6783720850944519,0,0
1179,589.0,[3115.224624159374 1102.0715234598604 3689.732881596139 1570.8248383799903],[3376.17333984375 1387.57763671875 3506.29248046875 1471.9859619140625],0.27263298630714417,0,0
1180,532.0,[778.4864300399332 1548.69872089219 1512.9182839728537 2142.163134797257],[1027.110107421875 1982.158447265625 1247.60400390625 2083.2421875],0.7032900452613831,AK64DMV,0.6529909143462514
1180,951.0,[2333.45864163274 1431.7788157747948 2971.761802694349 1980.357400727279],[2546.6435546875 1786.5208740234375 2741.357666015625 1882.7662353515625],0.6872614026069641,EF10DZT,0.36490527080477597
1180,589.0,[3121.346681647465 1106.6077717594217 3694.496003322 1575.4661691577626],[3409.8017578125 1388.198974609375 3502.6728515625 1462.83251953125],0.33310821652412415,0,0
1181,951.0,[2334.999927442945 1434.9255100977007 2974.2930973726247 1984.3365826844029],[2548.42724609375 1787.2730712890625 2741.48876953125 1882.5574951171875],0.6822227835655212,0,0
1181,532.0,[772.727163599252 1549.3983056612853 1510.369947490391 2141.416540041257],[1028.4166259765625 1985.625 1245.42333984375 2085.08935546875],0.6793612837791443,AK64DMV,0.6400562957463998
1182,532.0,[767.8485029050951 1553.8516923447771 1510.030089030938 2144.218055888275],[1026.0150146484375 1987.658203125 1250.3323974609375 2092.94384765625],0.7003821134567261,AK64DMV,0.3997450200781056
1182,951.0,[2336.3393074982755 1438.8340156830134 2977.6023531097603 1988.2246294526692],[2547.798828125 1790.214111328125 2744.584716796875 1886.6986083984375],0.6876438856124878,EF10DZT,0.5465983138925996
1182,589.0,[3126.738068422979 1121.255039423877 3697.766455151182 1584.4525756194462],[3393.142822265625 1393.645751953125 3516.507568359375 1485.6207275390625],0.43233391642570496,0,0
1183,532.0,[765.2562620430506 1555.5959710439624 1510.69248625073 2144.793242360643],[1026.106201171875 1987.64794921875 1250.3858642578125 2092.987060546875],0.6996511816978455,AK64DMV,0.7152924695881919
1183,951.0,[2336.461347419712 1440.2402171717629 2979.077752873837 1989.5926166391853],[2547.80126953125 1790.2474365234375 2744.671875 1886.7440185546875],0.6875982880592346,EF10DZT,0.5465983138925996
1183,589.0,[3129.1282906361785 1124.5992381557103 3699.363240173794 1585.3216518287622],[3393.22607421875 1393.68408203125 3516.4580078125 1485.5665283203125],0.42840200662612915,0,0
1184,532.0,[764.9847269975951 1556.380820495898 1511.498438360982 2145.199988989303],[1025.6962890625 1997.08447265625 1247.4349365234375 2095.257568359375],0.7021450400352478,AK64DMV,0.5567879590157949
1184,951.0,[2338.479130026504 1441.689862833877 2980.7928189133318 1991.7843023250837],[2549.95166015625 1794.005859375 2744.192138671875 1891.82958984375],0.6859309673309326,0,0
1184,589.0,[3129.9804588541992 1130.2447710798192 3699.270995862036 1587.3266161912675],[3374.71875 1399.2908935546875 3508.43115234375 1471.5941162109375],0.2504931390285492,0,0
1185,532.0,[765.5965189727524 1561.0429439545426 1511.6619557605297 2147.462702185137],[1024.6146240234375 2002.3271484375 1246.730224609375 2102.373046875],0.7083162069320679,AK64DMV,0.6992783259788593
